bar,bartender,day,start,end,date
"Tasty Fairy Tavern","Michael Campbell",Thursday,14:50,23:30,2018-10-25
"Tasty Fairy Tavern","Marilyn Laird",Thursday,14:50,23:30,2018-10-25
"Tasty Fairy Tavern","Rebecca Gilliam",Thursday,08:00,14:50,2018-10-25
"Tasty Fairy Tavern","Peggy Tuttle",Thursday,08:00,14:50,2018-10-25
"Tasty Fairy Tavern","Sarah Branch",Thursday,14:30,23:30,2018-10-25
"Tasty Fairy Tavern","Saundra Allen",Thursday,16:45,23:30,2018-10-25
"Tasty Fairy Tavern","Thomas Dirks",Thursday,20:00,23:30,2018-10-25
"Tasty Fairy Tavern","Omar Lopez",Thursday,08:00,20:00,2018-10-25
"Teeny Gauntlet Bar","James Blocker",Thursday,13:30,22:15,2018-10-25
"Teeny Gauntlet Bar","Frank Hall",Thursday,13:30,22:15,2018-10-25
"Teeny Gauntlet Bar","David Clayton",Thursday,13:30,22:15,2018-10-25
"Teeny Gauntlet Bar","Bradley Nash",Thursday,13:30,22:15,2018-10-25
"Teeny Gauntlet Bar","Jack Traub",Thursday,12:00,13:30,2018-10-25
"Teeny Gauntlet Bar","Eric Alter",Thursday,12:00,13:30,2018-10-25
"Teeny Gauntlet Bar","Chris Hanna",Thursday,17:45,22:15,2018-10-25
"Teeny Gauntlet Bar","Edith Ryan",Thursday,16:45,22:15,2018-10-25
"Teeny Gauntlet Bar","Catherine Jefferson",Thursday,14:30,22:15,2018-10-25
"Teeny Gauntlet Bar","Elisabeth Boyer",Thursday,12:00,16:00,2018-10-25
"Thundering Table Inn","Leila Smith",Thursday,15:00,22:15,2018-10-25
"Thundering Table Inn","Mandy Haskins",Thursday,15:00,22:15,2018-10-25
"Thundering Table Inn","Lillie Luczak",Thursday,15:00,22:15,2018-10-25
"Thundering Table Inn","Mildred Smith",Thursday,15:00,22:15,2018-10-25
"Thundering Table Inn","Jesus Weymouth",Thursday,12:00,15:00,2018-10-25
"Thundering Table Inn","Kurt Galbraith",Thursday,12:00,15:00,2018-10-25
"Thundering Table Inn","Mary Whitaker",Thursday,16:25,22:15,2018-10-25
"Thundering Table Inn","Michelle Williams",Thursday,16:45,22:15,2018-10-25
"Thundering Table Inn","Malena Mcsorley",Thursday,14:30,22:15,2018-10-25
"Thundering Table Inn","Jonathon Phillips",Thursday,12:00,13:00,2018-10-25
"Triangular Pegasus Inn","Vanessa Wright",Thursday,15:00,23:30,2018-10-25
"Triangular Pegasus Inn","Richard Madera",Thursday,15:00,23:30,2018-10-25
"Triangular Pegasus Inn","Tracey King",Thursday,15:00,23:30,2018-10-25
"Triangular Pegasus Inn","Richard Pena",Thursday,15:00,23:30,2018-10-25
"Triangular Pegasus Inn","Ruth Boatner",Thursday,10:00,15:00,2018-10-25
"Triangular Pegasus Inn","Sylvia Poe",Thursday,10:00,15:00,2018-10-25
"Triangular Pegasus Inn","Yvonne Newkirk",Thursday,16:45,23:30,2018-10-25
"Triangular Pegasus Inn","Ruth Lam",Thursday,17:45,23:30,2018-10-25
"Triangular Pegasus Inn","Philip Cianfrini",Thursday,16:00,23:30,2018-10-25
"Triangular Pegasus Inn","William Gilfillan",Thursday,10:00,13:00,2018-10-25
"Twelve Spider Inn","Dennis Hayes",Thursday,16:20,23:45,2018-10-25
"Twelve Spider Inn","Frances Melnick",Thursday,16:20,23:45,2018-10-25
"Twelve Spider Inn","Bennett Caulfield",Thursday,16:20,23:45,2018-10-25
"Twelve Spider Inn","Barbra Edwards",Thursday,16:20,23:45,2018-10-25
"Twelve Spider Inn","Barbara Borrow",Thursday,09:00,16:20,2018-10-25
"Twelve Spider Inn","Allen Barbara",Thursday,09:00,16:20,2018-10-25
"Twelve Spider Inn","Fred Shelton",Thursday,13:00,23:45,2018-10-25
"Twelve Spider Inn","Beulah Hollis",Thursday,16:25,23:45,2018-10-25
"Twelve Spider Inn","Ernesto Byron",Thursday,16:25,23:45,2018-10-25
"Twelve Spider Inn","Arletta Camus",Thursday,09:00,14:30,2018-10-25
"Ugliest Pants Tavern","Josephine Ollie",Thursday,13:30,22:45,2018-10-25
"Ugliest Pants Tavern","Georgia Schuman",Thursday,13:30,22:45,2018-10-25
"Ugliest Pants Tavern","Karen Martinez",Thursday,13:30,22:45,2018-10-25
"Ugliest Pants Tavern","Johnny Aiyer",Thursday,13:30,22:45,2018-10-25
"Ugliest Pants Tavern","Lillian French",Thursday,12:00,13:30,2018-10-25
"Ugliest Pants Tavern","Janice Soto",Thursday,12:00,13:30,2018-10-25
"Ugliest Pants Tavern","Janice Deshaies",Thursday,20:00,22:45,2018-10-25
"Ugliest Pants Tavern","Henry Beaty",Thursday,14:30,22:45,2018-10-25
"Ugliest Pants Tavern","Joyce Parker",Thursday,16:45,22:45,2018-10-25
"Ugliest Pants Tavern","Linda Cummings",Thursday,12:00,14:30,2018-10-25
"Uneven Ants Tavern","Tina Seay",Thursday,14:50,23:15,2018-10-25
"Uneven Ants Tavern","Yolanda Bell",Thursday,14:50,23:15,2018-10-25
"Uneven Ants Tavern","Robert Abramowitz",Thursday,14:50,23:15,2018-10-25
"Uneven Ants Tavern","Stacy Shorter",Thursday,14:50,23:15,2018-10-25
"Uneven Ants Tavern","Sandra Reinwald",Thursday,12:00,14:50,2018-10-25
"Uneven Ants Tavern","Sheridan Thorp",Thursday,12:00,14:50,2018-10-25
"Uneven Ants Tavern","Molly Ishee",Thursday,16:45,23:15,2018-10-25
"Uneven Ants Tavern","Peter Hill",Thursday,14:30,23:15,2018-10-25
"Uneven Ants Tavern","Olive Blank",Thursday,16:00,23:15,2018-10-25
"Uneven Ants Tavern","Roberta Morris",Thursday,12:00,17:45,2018-10-25
"Unusual Truffle","Apryl Cromwell",Thursday,16:20,22:30,2018-10-25
"Unusual Truffle","Carol Moore",Thursday,16:20,22:30,2018-10-25
"Unusual Truffle","Enrique Silver",Thursday,16:20,22:30,2018-10-25
"Unusual Truffle","Edward Partain",Thursday,16:20,22:30,2018-10-25
"Unusual Truffle","Dorothy Hankins",Thursday,11:00,16:20,2018-10-25
"Unusual Truffle","Ashley Tilson",Thursday,11:00,16:20,2018-10-25
"Unusual Truffle","Beverly Stiffler",Thursday,17:45,22:30,2018-10-25
"Unusual Truffle","Amy Rader",Thursday,17:45,22:30,2018-10-25
"Unusual Truffle","Chris Hughes",Thursday,16:25,22:30,2018-10-25
"Unusual Truffle","Allison Wright",Thursday,11:00,17:45,2018-10-25
"Venomous River Inn","John Southern",Thursday,13:30,23:30,2018-10-25
"Venomous River Inn","John Blomdahl",Thursday,13:30,23:30,2018-10-25
"Venomous River Inn","Julie Goodwin",Thursday,13:30,23:30,2018-10-25
"Venomous River Inn","Joanna Wortham",Thursday,13:30,23:30,2018-10-25
"Venomous River Inn","Katherine Cotton",Thursday,10:00,13:30,2018-10-25
"Venomous River Inn","Greg Thompson",Thursday,10:00,13:30,2018-10-25
"Venomous River Inn","James Gee",Thursday,16:45,23:30,2018-10-25
"Venomous River Inn","Jimmy Fredericks",Thursday,14:30,23:30,2018-10-25
"Venomous River Inn","Julia Hoffman",Thursday,16:25,23:30,2018-10-25
"Venomous River Inn","Joshua Sebastian",Thursday,10:00,20:00,2018-10-25
"Wicked Stream","Neil Grimm",Thursday,13:30,22:15,2018-10-25
"Wicked Stream","Marjorie Vang",Thursday,13:30,22:15,2018-10-25
"Wicked Stream","Steven Jimenez",Thursday,13:30,22:15,2018-10-25
"Wicked Stream","Michael Schorn",Thursday,13:30,22:15,2018-10-25
"Wicked Stream","Louise Abramson",Thursday,08:00,13:30,2018-10-25
"Wicked Stream","Theresa Lonergan",Thursday,08:00,13:30,2018-10-25
"Wicked Stream","Mary Ramey",Thursday,13:00,22:15,2018-10-25
"Wicked Stream","Sarah Ines",Thursday,20:00,22:15,2018-10-25
"Wicked Stream","Nancy Carmant",Thursday,17:45,22:15,2018-10-25
"Wicked Stream","Shirley Taylor",Thursday,08:00,17:45,2018-10-25
"Wild Hag Bar","Clarence Waston",Thursday,15:00,23:45,2018-10-25
"Wild Hag Bar","Deborah Burley",Thursday,15:00,23:45,2018-10-25
"Wild Hag Bar","Hugh Montenegro",Thursday,15:00,23:45,2018-10-25
"Wild Hag Bar","Brenda Pilcher",Thursday,15:00,23:45,2018-10-25
"Wild Hag Bar","James Bunker",Thursday,11:00,15:00,2018-10-25
"Wild Hag Bar","Corey Sorum",Thursday,11:00,15:00,2018-10-25
"Wild Hag Bar","Ernest Barger",Thursday,17:45,23:45,2018-10-25
"Wild Hag Bar","Dustin Todd",Thursday,16:45,23:45,2018-10-25
"Wild Hag Bar","Denis Peatross",Thursday,16:45,23:45,2018-10-25
"Wild Hag Bar","Carl Ziadie",Thursday,11:00,17:45,2018-10-25
"Windy Harp","Manuel Wise",Thursday,14:50,23:30,2018-10-25
"Windy Harp","Jill Murphy",Thursday,14:50,23:30,2018-10-25
"Windy Harp","Kim Noel",Thursday,14:50,23:30,2018-10-25
"Windy Harp","Jimmy Wan",Thursday,14:50,23:30,2018-10-25
"Windy Harp","Mandy Rutski",Thursday,12:00,14:50,2018-10-25
"Windy Harp","Leslie Oneill",Thursday,12:00,14:50,2018-10-25
"Windy Harp","Janet Drew",Thursday,14:30,23:30,2018-10-25
"Windy Harp","Marva Nevins",Thursday,16:25,23:30,2018-10-25
"Windy Harp","Kathy Trask",Thursday,13:00,23:30,2018-10-25
"Windy Harp","John Andren",Thursday,12:00,17:45,2018-10-25
"Wretched Grape Inn","Renee Owens",Thursday,16:20,23:15,2018-10-25
"Wretched Grape Inn","Robert Medeiros",Thursday,16:20,23:15,2018-10-25
"Wretched Grape Inn","Mitchell Richardson",Thursday,16:20,23:15,2018-10-25
"Wretched Grape Inn","Raymond Thompson",Thursday,16:20,23:15,2018-10-25
"Wretched Grape Inn","Thomas Vest",Thursday,11:00,16:20,2018-10-25
"Wretched Grape Inn","Sammy Benford",Thursday,11:00,16:20,2018-10-25
"Wretched Grape Inn","Omega Lightfoot",Thursday,16:25,23:15,2018-10-25
"Wretched Grape Inn","Shelia Uselman",Thursday,16:45,23:15,2018-10-25
"Wretched Grape Inn","Ralph Maxwell",Thursday,13:00,23:15,2018-10-25
"Wretched Grape Inn","Samuel Fitzgerald",Thursday,11:00,16:25,2018-10-25
"Wrong Whip Bar","Laura Burkett",Thursday,16:45,23:15,2018-10-25
"Wrong Whip Bar","Linda Cuevas",Thursday,16:45,23:15,2018-10-25
"Wrong Whip Bar","George Wymore",Thursday,16:45,23:15,2018-10-25
"Wrong Whip Bar","Linda Watson",Thursday,16:45,23:15,2018-10-25
"Wrong Whip Bar","Hilda Bock",Thursday,11:00,16:45,2018-10-25
"Wrong Whip Bar","Jason Goff",Thursday,11:00,16:45,2018-10-25
"Wrong Whip Bar","Julie Bock",Thursday,13:00,23:15,2018-10-25
"Wrong Whip Bar","Jessica Luckett",Thursday,20:00,23:15,2018-10-25
"Wrong Whip Bar","Jeannette Roden",Thursday,20:00,23:15,2018-10-25
"Wrong Whip Bar","Johnny Catalfamo",Thursday,11:00,13:00,2018-10-25
"Ye Olde Lord Bar","Madeline Zieman",Thursday,16:20,22:15,2018-10-25
"Ye Olde Lord Bar","Richard Greene",Thursday,16:20,22:15,2018-10-25
"Ye Olde Lord Bar","Pete Reiner",Thursday,16:20,22:15,2018-10-25
"Ye Olde Lord Bar","Vincenza Eakins",Thursday,16:20,22:15,2018-10-25
"Ye Olde Lord Bar","Ruby Heywood",Thursday,09:00,16:20,2018-10-25
"Ye Olde Lord Bar","Patricia Bernardi",Thursday,09:00,16:20,2018-10-25
"Ye Olde Lord Bar","Morton Antillon",Thursday,16:00,22:15,2018-10-25
"Ye Olde Lord Bar","Loren Keenan",Thursday,16:25,22:15,2018-10-25
"Ye Olde Lord Bar","Tomas Long",Thursday,13:00,22:15,2018-10-25
"Ye Olde Lord Bar","Walter Mason",Thursday,09:00,13:00,2018-10-25
"Absent Snow","Bertie Rains",Friday,14:50,23:15,2018-10-26
"Absent Snow","Carolyn Norman",Friday,14:50,23:15,2018-10-26
"Absent Snow","Brandon Campbell",Friday,14:50,23:15,2018-10-26
"Absent Snow","Alicia Johnson",Friday,14:50,23:15,2018-10-26
"Absent Snow","Bobbie Truax",Friday,12:00,14:50,2018-10-26
"Absent Snow","Beverly Schnarr",Friday,12:00,14:50,2018-10-26
"Absent Snow","Donald Klapper",Friday,16:00,23:15,2018-10-26
"Absent Snow","Brian Hill",Friday,17:45,23:15,2018-10-26
"Absent Snow","Aaron Mcdaniel",Friday,14:30,23:15,2018-10-26
"Absent Snow","Cruz Brelsford",Friday,12:00,14:30,2018-10-26
"Admiral Benbow Inn","Janet Livingston",Friday,15:00,22:15,2018-10-26
"Admiral Benbow Inn","Lowell Zurawski",Friday,15:00,22:15,2018-10-26
"Admiral Benbow Inn","James Rogers",Friday,15:00,22:15,2018-10-26
"Admiral Benbow Inn","Jenny Ballantyne",Friday,15:00,22:15,2018-10-26
"Admiral Benbow Inn","Laura Cranmer",Friday,12:00,15:00,2018-10-26
"Admiral Benbow Inn","Mae Mclean",Friday,12:00,15:00,2018-10-26
"Admiral Benbow Inn","Joe Browning",Friday,14:30,22:15,2018-10-26
"Admiral Benbow Inn","Jorge Whitaker",Friday,16:00,22:15,2018-10-26
"Admiral Benbow Inn","Judith Auger",Friday,16:00,22:15,2018-10-26
"Admiral Benbow Inn","Henry Kujawski",Friday,12:00,16:45,2018-10-26
"Amused Lemon Parlor","Donna Grissett",Friday,13:45,23:00,2018-10-26
"Amused Lemon Parlor","David Rene",Friday,13:45,23:00,2018-10-26
"Amused Lemon Parlor","Eleanor Taul",Friday,13:45,23:00,2018-10-26
"Amused Lemon Parlor","Brittney Rigney",Friday,13:45,23:00,2018-10-26
"Amused Lemon Parlor","Donita Ceasar",Friday,10:00,13:45,2018-10-26
"Amused Lemon Parlor","Denise Green",Friday,10:00,13:45,2018-10-26
"Amused Lemon Parlor","Emile Culpepper",Friday,16:00,23:00,2018-10-26
"Amused Lemon Parlor","Deborah Kinlaw",Friday,20:00,23:00,2018-10-26
"Amused Lemon Parlor","Gary Colace",Friday,20:00,23:00,2018-10-26
"Amused Lemon Parlor","Brooke Dodge",Friday,10:00,16:00,2018-10-26
Anchor,"Robin Carter",Friday,16:45,23:45,2018-10-26
Anchor,"Nicholas Valdez",Friday,16:45,23:45,2018-10-26
Anchor,"Robert Knox",Friday,16:45,23:45,2018-10-26
Anchor,"Peter Burkes",Friday,16:45,23:45,2018-10-26
Anchor,"Teresa Biles",Friday,09:00,16:45,2018-10-26
Anchor,"Timothy Hardman",Friday,09:00,16:45,2018-10-26
Anchor,"Patricia Goldfeder",Friday,16:00,23:45,2018-10-26
Anchor,"Maurice Arvin",Friday,13:00,23:45,2018-10-26
Anchor,"Ruth Catlin",Friday,16:45,23:45,2018-10-26
Anchor,"Stella Nodine",Friday,09:00,16:25,2018-10-26
"Armed Pudding Bar","Amy Schnitker",Friday,14:50,23:45,2018-10-26
"Armed Pudding Bar","Ben Martinez",Friday,14:50,23:45,2018-10-26
"Armed Pudding Bar","Anthony Thomas",Friday,14:50,23:45,2018-10-26
"Armed Pudding Bar","Beth Law",Friday,14:50,23:45,2018-10-26
"Armed Pudding Bar","Brandy Ferreira",Friday,10:00,14:50,2018-10-26
"Armed Pudding Bar","Boyd Dedmon",Friday,10:00,14:50,2018-10-26
"Armed Pudding Bar","Deidre Linkovich",Friday,20:00,23:45,2018-10-26
"Armed Pudding Bar","Brian Mccain",Friday,16:25,23:45,2018-10-26
"Armed Pudding Bar","Donald Dang",Friday,17:45,23:45,2018-10-26
"Armed Pudding Bar","Frank Vanwassenhove",Friday,10:00,17:45,2018-10-26
"Assorted Dandelion Bar","Mark Hughes",Friday,13:30,23:15,2018-10-26
"Assorted Dandelion Bar","Lynn Velez",Friday,13:30,23:15,2018-10-26
"Assorted Dandelion Bar","Marion Devore",Friday,13:30,23:15,2018-10-26
"Assorted Dandelion Bar","Katherine Bowen",Friday,13:30,23:15,2018-10-26
"Assorted Dandelion Bar","Marti Ruddy",Friday,11:00,13:30,2018-10-26
"Assorted Dandelion Bar","Lynette Aguirre",Friday,11:00,13:30,2018-10-26
"Assorted Dandelion Bar","Garry Gross",Friday,14:30,23:15,2018-10-26
"Assorted Dandelion Bar","Linda Mclaughlin",Friday,13:00,23:15,2018-10-26
"Assorted Dandelion Bar","Joy Vaughn",Friday,16:25,23:15,2018-10-26
"Assorted Dandelion Bar","Loida Segovia",Friday,11:00,20:00,2018-10-26
"Atomic Liquors","Stephen Caldwell",Friday,15:00,22:15,2018-10-26
"Atomic Liquors","Marvin Thomas",Friday,15:00,22:15,2018-10-26
"Atomic Liquors","Robin Perkins",Friday,15:00,22:15,2018-10-26
"Atomic Liquors","William Go",Friday,15:00,22:15,2018-10-26
"Atomic Liquors","Tracy Davis",Friday,08:00,15:00,2018-10-26
"Atomic Liquors","Michael Crim",Friday,08:00,15:00,2018-10-26
"Atomic Liquors","Suzann Rummel",Friday,14:30,22:15,2018-10-26
"Atomic Liquors","Shawn Granata",Friday,16:25,22:15,2018-10-26
"Atomic Liquors","Santa Frink",Friday,20:00,22:15,2018-10-26
"Atomic Liquors","Mary Lancaster",Friday,08:00,14:30,2018-10-26
"Awful Salmon Bar","Bobbi Walker",Friday,16:45,22:45,2018-10-26
"Awful Salmon Bar","Arline Krahn",Friday,16:45,22:45,2018-10-26
"Awful Salmon Bar","Andre Sappington",Friday,16:45,22:45,2018-10-26
"Awful Salmon Bar","Alberto Maris",Friday,16:45,22:45,2018-10-26
"Awful Salmon Bar","David Zeller",Friday,08:00,16:45,2018-10-26
"Awful Salmon Bar","Bernice Ashby",Friday,08:00,16:45,2018-10-26
"Awful Salmon Bar","Deanna Arevalo",Friday,16:25,22:45,2018-10-26
"Awful Salmon Bar","Aaron Leonard",Friday,13:00,22:45,2018-10-26
"Awful Salmon Bar","Bradley Sharp",Friday,20:00,22:45,2018-10-26
"Awful Salmon Bar","Bradley Buzis",Friday,08:00,16:00,2018-10-26
"Best Stick Tavern","Earl Anderson",Friday,14:50,22:45,2018-10-26
"Best Stick Tavern","Irene Jones",Friday,14:50,22:45,2018-10-26
"Best Stick Tavern","Lilly Langerman",Friday,14:50,22:45,2018-10-26
"Best Stick Tavern","Elsie Lorusso",Friday,14:50,22:45,2018-10-26
"Best Stick Tavern","Lili Granthan",Friday,09:00,14:50,2018-10-26
"Best Stick Tavern","Mark Ramsey",Friday,09:00,14:50,2018-10-26
"Best Stick Tavern","Frieda Lopez",Friday,17:45,22:45,2018-10-26
"Best Stick Tavern","Jonathan Williams",Friday,17:45,22:45,2018-10-26
"Best Stick Tavern","Kristen Radabaugh",Friday,14:30,22:45,2018-10-26
"Best Stick Tavern","Eric Phipps",Friday,09:00,13:00,2018-10-26
"Bloody Lady","Mary Ortega",Friday,13:45,23:45,2018-10-26
"Bloody Lady","Maureen Crespo",Friday,13:45,23:45,2018-10-26
"Bloody Lady","Renee Sutherland",Friday,13:45,23:45,2018-10-26
"Bloody Lady","Rosa Hallford",Friday,13:45,23:45,2018-10-26
"Bloody Lady","Ollie Steier",Friday,08:00,13:45,2018-10-26
"Bloody Lady","Mary Litton",Friday,08:00,13:45,2018-10-26
"Bloody Lady","Steven Clark",Friday,13:00,23:45,2018-10-26
"Bloody Lady","Stacey Rozell",Friday,16:25,23:45,2018-10-26
"Bloody Lady","Valerie Estrada",Friday,20:00,23:45,2018-10-26
"Bloody Lady","Rebecca Boland",Friday,08:00,17:45,2018-10-26
"Blue City","Isreal Davis",Friday,16:45,22:00,2018-10-26
"Blue City","Albert Kimbrough",Friday,16:45,22:00,2018-10-26
"Blue City","Carol Hernandez",Friday,16:45,22:00,2018-10-26
"Blue City","Ava Schwulst",Friday,16:45,22:00,2018-10-26
"Blue City","Adolfo Turner",Friday,09:00,16:45,2018-10-26
"Blue City","Dana Favors",Friday,09:00,16:45,2018-10-26
"Blue City","Gerald Billings",Friday,16:00,22:00,2018-10-26
"Blue City","Chelsea Bridges",Friday,17:45,22:00,2018-10-26
"Blue City","Harry Grant",Friday,14:30,22:00,2018-10-26
"Blue City","George Green",Friday,09:00,16:00,2018-10-26
"Brave Olive Pub","Michael Garner",Friday,13:45,23:00,2018-10-26
"Brave Olive Pub","Maurice Davis",Friday,13:45,23:00,2018-10-26
"Brave Olive Pub","Michele Perez",Friday,13:45,23:00,2018-10-26
"Brave Olive Pub","Jonathon Morrone",Friday,13:45,23:00,2018-10-26
"Brave Olive Pub","Milton Adams",Friday,11:00,13:45,2018-10-26
"Brave Olive Pub","Jessie Davis",Friday,11:00,13:45,2018-10-26
"Brave Olive Pub","Morgan Dickman",Friday,13:00,23:00,2018-10-26
"Brave Olive Pub","Luis Rodriguez",Friday,20:00,23:00,2018-10-26
"Brave Olive Pub","James Elton",Friday,16:00,23:00,2018-10-26
"Brave Olive Pub","Julian Zumwalt",Friday,11:00,16:45,2018-10-26
"Busy Bachelor Bar","Tonya Gupton",Friday,16:20,22:30,2018-10-26
"Busy Bachelor Bar","Tommy Mcdonough",Friday,16:20,22:30,2018-10-26
"Busy Bachelor Bar","Suzanne Stewart",Friday,16:20,22:30,2018-10-26
"Busy Bachelor Bar","Walter Reed",Friday,16:20,22:30,2018-10-26
"Busy Bachelor Bar","Nikki Marmol",Friday,12:00,16:20,2018-10-26
"Busy Bachelor Bar","Richard Koch",Friday,12:00,16:20,2018-10-26
"Busy Bachelor Bar","Raymond Robinson",Friday,17:45,22:30,2018-10-26
"Busy Bachelor Bar","Raymond Hamelin",Friday,16:25,22:30,2018-10-26
"Busy Bachelor Bar","Shaniqua Yoho",Friday,14:30,22:30,2018-10-26
"Busy Bachelor Bar","William Stone",Friday,12:00,17:45,2018-10-26
"Cheap Vampire","Asa Rynn",Friday,13:30,23:00,2018-10-26
"Cheap Vampire","Christina Perkins",Friday,13:30,23:00,2018-10-26
"Cheap Vampire","Andrew Mastrangelo",Friday,13:30,23:00,2018-10-26
"Cheap Vampire","Dawn Berry",Friday,13:30,23:00,2018-10-26
"Cheap Vampire","Charles Magana",Friday,09:00,13:30,2018-10-26
"Cheap Vampire","Brittany Smith",Friday,09:00,13:30,2018-10-26
"Cheap Vampire","Bruno Friedman",Friday,16:45,23:00,2018-10-26
"Cheap Vampire","Albert Maxey",Friday,16:45,23:00,2018-10-26
"Cheap Vampire","Bobby Adams",Friday,16:25,23:00,2018-10-26
"Cheap Vampire","David Mcconnell",Friday,09:00,17:45,2018-10-26
"Chinese Oak","Emily Wilmoth",Friday,13:30,23:45,2018-10-26
"Chinese Oak","June Johnson",Friday,13:30,23:45,2018-10-26
"Chinese Oak","James Crawford",Friday,13:30,23:45,2018-10-26
"Chinese Oak","Jennifer Krausz",Friday,13:30,23:45,2018-10-26
"Chinese Oak","Jackson Bullock",Friday,09:00,13:30,2018-10-26
"Chinese Oak","Harry Barrett",Friday,09:00,13:30,2018-10-26
"Chinese Oak","Hector Williams",Friday,17:45,23:45,2018-10-26
"Chinese Oak","Joanne Robinson",Friday,14:30,23:45,2018-10-26
"Chinese Oak","Lois Hufft",Friday,16:45,23:45,2018-10-26
"Chinese Oak","Juan Gonzalez",Friday,09:00,16:45,2018-10-26
"Chubby Badger Pub","Rhett Mcgriff",Friday,16:20,23:15,2018-10-26
"Chubby Badger Pub","Michael Kowalski",Friday,16:20,23:15,2018-10-26
"Chubby Badger Pub","Shirley Mortimer",Friday,16:20,23:15,2018-10-26
"Chubby Badger Pub","Mary Lewis",Friday,16:20,23:15,2018-10-26
"Chubby Badger Pub","Nancy Vandeusen",Friday,10:00,16:20,2018-10-26
"Chubby Badger Pub","Scott Blansett",Friday,10:00,16:20,2018-10-26
"Chubby Badger Pub","Paul Maxwell",Friday,16:00,23:15,2018-10-26
"Chubby Badger Pub","Monica Johnson",Friday,16:00,23:15,2018-10-26
"Chubby Badger Pub","Terry Dirksen",Friday,16:45,23:15,2018-10-26
"Chubby Badger Pub","Rodney Conner",Friday,10:00,13:00,2018-10-26
"Chunky Hawks Tavern","Christopher Brady",Friday,16:20,22:15,2018-10-26
"Chunky Hawks Tavern","Glenn Mccullar",Friday,16:20,22:15,2018-10-26
"Chunky Hawks Tavern","Antionette Burch",Friday,16:20,22:15,2018-10-26
"Chunky Hawks Tavern","Elmer Heck",Friday,16:20,22:15,2018-10-26
"Chunky Hawks Tavern","Anthony Haller",Friday,08:00,16:20,2018-10-26
"Chunky Hawks Tavern","Brenda Weathers",Friday,08:00,16:20,2018-10-26
"Chunky Hawks Tavern","Cynthia Stovall",Friday,14:30,22:15,2018-10-26
"Chunky Hawks Tavern","Carol Cauthen",Friday,13:00,22:15,2018-10-26
"Chunky Hawks Tavern","Charles Travis",Friday,14:30,22:15,2018-10-26
"Chunky Hawks Tavern","Eric Alston",Friday,08:00,17:45,2018-10-26
"Clean Bed Inn","Jessica Patrick",Friday,16:20,22:30,2018-10-26
"Clean Bed Inn","Mark Fisher",Friday,16:20,22:30,2018-10-26
"Clean Bed Inn","Kim Perry",Friday,16:20,22:30,2018-10-26
"Clean Bed Inn","Judith Westrick",Friday,16:20,22:30,2018-10-26
"Clean Bed Inn","Joan Lowe",Friday,08:00,16:20,2018-10-26
"Clean Bed Inn","Lanita Mendez",Friday,08:00,16:20,2018-10-26
"Clean Bed Inn","Gwendolyn Huber",Friday,17:45,22:30,2018-10-26
"Clean Bed Inn","Joan Ward",Friday,17:45,22:30,2018-10-26
"Clean Bed Inn","Jill Barham",Friday,20:00,22:30,2018-10-26
"Clean Bed Inn","Jennifer Serge",Friday,08:00,16:25,2018-10-26
"Clever Child","Mark Jung",Friday,14:50,22:30,2018-10-26
"Clever Child","Richard Dungan",Friday,14:50,22:30,2018-10-26
"Clever Child","Tracy Kearney",Friday,14:50,22:30,2018-10-26
"Clever Child","Ramon Fisk",Friday,14:50,22:30,2018-10-26
"Clever Child","Ronald Flythe",Friday,10:00,14:50,2018-10-26
"Clever Child","William Beale",Friday,10:00,14:50,2018-10-26
"Clever Child","Matt Montgomery",Friday,16:25,22:30,2018-10-26
"Clever Child","Steven Schlenker",Friday,13:00,22:30,2018-10-26
"Clever Child","Michele Cortez",Friday,16:00,22:30,2018-10-26
"Clever Child","Scott Dixon",Friday,10:00,16:45,2018-10-26
"Courageous Lyre Bar","Cornelia Mondragon",Friday,13:45,22:00,2018-10-26
"Courageous Lyre Bar","George Kyles",Friday,13:45,22:00,2018-10-26
"Courageous Lyre Bar","Carol Wood",Friday,13:45,22:00,2018-10-26
"Courageous Lyre Bar","David Thomas",Friday,13:45,22:00,2018-10-26
"Courageous Lyre Bar","Dion Custard",Friday,09:00,13:45,2018-10-26
"Courageous Lyre Bar","Dallas Allen",Friday,09:00,13:45,2018-10-26
"Courageous Lyre Bar","Erika Bailey",Friday,17:45,22:00,2018-10-26
"Courageous Lyre Bar","Christian Zambelli",Friday,14:30,22:00,2018-10-26
"Courageous Lyre Bar","Christopher Ellsworth",Friday,14:30,22:00,2018-10-26
"Courageous Lyre Bar","Elizabeth Walker",Friday,09:00,16:00,2018-10-26
"Courageous Melon","Lindsey Walling",Friday,16:20,22:45,2018-10-26
"Courageous Melon","Leon Miller",Friday,16:20,22:45,2018-10-26
"Courageous Melon","John Boyle",Friday,16:20,22:45,2018-10-26
"Courageous Melon","Gilberto Mckenzie",Friday,16:20,22:45,2018-10-26
"Courageous Melon","John Lowman",Friday,09:00,16:20,2018-10-26
"Courageous Melon","Malissa Winn",Friday,09:00,16:20,2018-10-26
"Courageous Melon","Helen Henry",Friday,13:00,22:45,2018-10-26
"Courageous Melon","Joe Pasch",Friday,17:45,22:45,2018-10-26
"Courageous Melon","Grace Ramon",Friday,16:25,22:45,2018-10-26
"Courageous Melon","Mary Cantrell",Friday,09:00,16:45,2018-10-26
